0,0.0024,0.0080
1,0.0024,0.0134
2,0.0037,0.0138
3,0.0049,0.0157
4,0.0061,0.0218
5,0.0085,0.0244
6,0.0098,0.0280
7,0.0134,0.0302
8,0.0153,0.0334
9,0.0165,0.0397
10,0.0177,0.0411
11,0.0189,0.0471
12,0.0214,0.0481
13,0.0238,0.0518
14,0.0250,0.0565
15,0.0256,0.0583
16,0.0299,0.0631
17,0.0287,0.0669
18,0.0323,0.0708
19,0.0342,0.0747
20,0.0378,0.0781
21,0.0372,0.0810
22,0.0397,0.0852
23,0.0421,0.0890
24,0.0439,0.0968
25,0.0452,0.0953
26,0.0482,0.1018
27,0.0519,0.1050
28,0.0525,0.1108
29,0.0543,0.1164
30,0.0574,0.1159
31,0.0598,0.1229
32,0.0616,0.1242
33,0.0629,0.1306
34,0.0653,0.1348
35,0.0678,0.1382
36,0.0739,0.1426
37,0.0726,0.1453
38,0.0732,0.1515
39,0.0757,0.1531
40,0.0787,0.1591
41,0.0830,0.1632
42,0.0824,0.1661
43,0.0861,0.1725
44,0.0873,0.1740
45,0.0928,0.1793
46,0.0946,0.1849
47,0.0952,0.1857
48,0.0983,0.1927
49,0.0995,0.1950
50,0.1032,0.2002
51,0.1080,0.2041
52,0.1111,0.2083
53,0.1123,0.2126
54,0.1154,0.2155
55,0.1184,0.2207
56,0.1196,0.2241
57,0.1227,0.2278
58,0.1257,0.2321
59,0.1300,0.2369
60,0.1318,0.2411
61,0.1324,0.2444
62,0.1337,0.2502
63,0.1379,0.2524
64,0.1404,0.2577
65,0.1453,0.2625
66,0.1471,0.2667
67,0.1501,0.2713
68,0.1520,0.2763
69,0.1556,0.2814
70,0.1599,0.2838
71,0.1617,0.2916
72,0.1654,0.2940
73,0.1685,0.3003
74,0.1721,0.3052
75,0.1746,0.3106
76,0.1788,0.3152
77,0.1819,0.3192
78,0.1849,0.3258
79,0.1880,0.3304
80,0.1892,0.3355
81,0.1935,0.3417
82,0.1984,0.3457
83,0.2002,0.3515
84,0.2045,0.3573
85,0.2112,0.3637
86,0.2118,0.3670
87,0.2130,0.3738
88,0.2167,0.3801
89,0.2203,0.3830
90,0.2258,0.3911
91,0.2289,0.3952
92,0.2319,0.4011
93,0.2344,0.4074
94,0.2374,0.4127
95,0.2411,0.4186
96,0.2448,0.4238
97,0.2478,0.4307
98,0.2533,0.4361
99,0.2600,0.4416
100,0.2606,0.4488
101,0.2661,0.4542
102,0.2692,0.4593
103,0.2728,0.4638
104,0.2771,0.4706
105,0.2808,0.4761
106,0.2838,0.4826
107,0.2893,0.4888
108,0.2942,0.4937
109,0.2979,0.4986
110,0.3040,0.5044
111,0.3064,0.5099
112,0.3088,0.5158
