0,-0.0012,0.0077
1,0.0037,0.0105
2,0.0061,0.0170
3,0.0085,0.0170
4,0.0104,0.0209
5,0.0146,0.0269
6,0.0153,0.0268
7,0.0250,0.0370
8,0.0250,0.0361
9,0.0293,0.0423
10,0.0378,0.0468
11,0.0397,0.0518
12,0.0476,0.0535
13,0.0488,0.0612
14,0.0525,0.0638
15,0.0555,0.0683
16,0.0592,0.0736
17,0.0702,0.0790
18,0.0702,0.0821
19,0.0726,0.0868
20,0.0787,0.0920
21,0.0818,0.0961
22,0.0879,0.1015
23,0.0922,0.1034
24,0.0983,0.1124
25,0.1032,0.1147
26,0.1074,0.1194
27,0.1111,0.1262
28,0.1135,0.1264
29,0.1215,0.1356
30,0.1233,0.1380
31,0.1270,0.1440
32,0.1343,0.1489
33,0.1404,0.1542
34,0.1434,0.1584
35,0.1477,0.1629
36,0.1501,0.1701
37,0.1581,0.1723
38,0.1660,0.1795
39,0.1660,0.1845
40,0.1715,0.1889
41,0.1776,0.1958
42,0.1807,0.2012
43,0.1855,0.2052
44,0.1929,0.2099
45,0.1929,0.2179
46,0.2014,0.2209
47,0.2081,0.2241
48,0.2130,0.2425
49,0.2228,0.2258
50,0.2210,0.2479
51,0.2387,0.2448
52,0.2313,0.2402
53,0.2484,0.2701
54,0.2472,0.2511
55,0.2460,0.2766
56,0.2625,0.2735
57,0.2545,0.2755
58,0.2777,0.2984
59,0.2673,0.2835
60,0.2802,0.3089
61,0.2869,0.2995
62,0.2863,0.3128
63,0.2991,0.3184
64,0.2930,0.3180
65,0.3095,0.3343
66,0.3088,0.3295
67,0.3119,0.3456
68,0.3223,0.3427
69,0.3192,0.3528
70,0.3375,0.3585
71,0.3314,0.3590
72,0.3442,0.3738
73,0.3461,0.3698
74,0.3516,0.3829
75,0.3619,0.3859
76,0.3613,0.3907
77,0.3754,0.4010
78,0.3723,0.3993
79,0.3784,0.4142
80,0.3864,0.4113
81,0.3851,0.4210
82,0.4022,0.4295
83,0.3961,0.4301
84,0.4138,0.4477
85,0.4132,0.4418
86,0.4187,0.4549
87,0.4260,0.4590
88,0.4260,0.4643
89,0.4401,0.4728
90,0.4376,0.4713
91,0.4468,0.4877
92,0.4535,0.4844
93,0.4578,0.4998
94,0.4694,0.4988
95,0.4645,0.5039
96,0.4822,0.5129
97,0.4761,0.5154
98,0.4968,0.5275
99,0.4901,0.5281
100,0.5042,0.5420
101,0.5103,0.5448
102,0.5078,0.5518
103,0.5231,0.5595
104,0.5176,0.5644
105,0.5316,0.5749
106,0.5335,0.5765
107,0.5438,0.5893
108,0.5475,0.5914
109,0.5524,0.6015
110,0.5621,0.6066
111,0.5652,0.6135
112,0.5719,0.6213
113,0.5768,0.6245
114,0.5805,0.6340
115,0.5902,0.6381
116,0.5975,0.6457
117,0.6018,0.6537
118,0.6079,0.6576
119,0.6140,0.6651
120,0.6183,0.6722
121,0.6256,0.6759
122,0.6329,0.6848
123,0.6354,0.6882
124,0.6427,0.6963
125,0.6488,0.7018
126,0.6561,0.7089
127,0.6616,0.7157
128,0.6641,0.7202
129,0.6732,0.7283
130,0.6763,0.7323
131,0.6860,0.7396
132,0.6909,0.7453
133,0.6964,0.7520
134,0.7050,0.7604
135,0.7105,0.7642
136,0.7135,0.7728
137,0.7227,0.7758
138,0.7269,0.7844
139,0.7343,0.7894
140,0.7410,0.7971
141,0.7459,0.8042
142,0.7514,0.8109
143,0.7568,0.8162
144,0.7623,0.8231
145,0.7678,0.8297
146,0.7782,0.8383
147,0.7807,0.8422
148,0.7868,0.8527
149,0.7959,0.8569
150,0.8020,0.8663
151,0.8087,0.8734
152,0.8142,0.8797
153,0.8209,0.8890
154,0.8252,0.8926
155,0.8301,0.9014
156,0.8417,0.9078
157,0.8441,0.9162
158,0.8527,0.9237
159,0.8557,0.9291
160,0.8643,0.9361
161,0.8655,0.9431
162,0.8734,0.9500
163,0.8808,0.9570
164,0.8881,0.9629
165,0.8942,0.9703
166,0.8991,0.9752
167,0.9064,0.9841
168,0.9137,0.9892
169,0.9180,0.9953
170,0.9235,1.0014
171,0.9302,1.0095
172,0.9381,1.0150
173,0.9454,1.0217
174,0.9509,1.0277
175,0.9558,1.0364
176,0.9577,1.0395
177,0.9668,1.0493
178,0.9747,1.0515
179,0.9790,1.0613
180,0.9894,1.0666
181,0.9924,1.0741
182,1.0004,1.0804
183,1.0040,1.0860
184,1.0156,1.0923
185,1.0181,1.1005
186,1.0254,1.1059
187,1.0315,1.1126
188,1.0382,1.1190
189,1.0468,1.1274
190,1.0529,1.1329
191,1.0578,1.1413
192,1.0639,1.1468
193,1.0700,1.1562
194,1.0767,1.1613
195,1.0816,1.1677
196,1.0907,1.1776
197,1.0980,1.1841
198,1.1023,1.1932
199,1.1084,1.2001
200,1.1139,1.2069
201,1.1212,1.2136
202,1.1237,1.2212
203,1.1371,1.2302
204,1.1402,1.2358
205,1.1450,1.2429
206,1.1572,1.2526
207,1.1646,1.2574
208,1.1658,1.2667
209,1.1719,1.2714
210,1.1786,1.2790
211,1.1841,1.2853
212,1.1933,1.2921
213,1.1987,1.2990
